0.071, 0.003
0.074, 0.007
0.076, 0.012
0.075, 0.019
0.086, 0.019
0.104, 0.019
0.125, 0.019
0.140, 0.019
0.114, 0.020
0.094, 0.020
0.132, 0.021
0.086, 0.022
0.104, 0.022
0.125, 0.022
0.145, 0.022
0.146, 0.026
0.144, 0.032
0.144, 0.036
0.185, 0.042
0.164, 0.042
0.148, 0.042
0.157, 0.042
0.172, 0.042
0.191, 0.043
0.221, 0.044
0.208, 0.044
0.234, 0.046
0.256, 0.047
0.241, 0.047
0.267, 0.050
0.292, 0.054
0.280, 0.054
0.305, 0.058
0.329, 0.060
0.334, 0.066
0.324, 0.070
0.349, 0.074
0.339, 0.074
0.334, 0.081
0.334, 0.086
0.334, 0.090
0.334, 0.094
0.334, 0.098
0.339, 0.101
0.334, 0.105
0.339, 0.111
0.339, 0.115
0.339, 0.119
0.334, 0.123
0.339, 0.128
0.339, 0.133
0.339, 0.138
0.334, 0.142
0.334, 0.146
0.334, 0.149
0.339, 0.156
0.339, 0.160
0.339, 0.168
0.339, 0.173
0.354, 0.179
0.364, 0.184
0.398, 0.187
0.422, 0.189
0.448, 0.192
0.482, 0.197
0.504, 0.199
0.504, 0.204
0.504, 0.205
0.504, 0.208
0.504, 0.211
0.504, 0.211
0.504, 0.220
0.504, 0.220
0.489, 0.231
0.489, 0.231
0.489, 0.238
0.489, 0.239
0.489, 0.239
10172.942, 0.247
0.489, 0.247
7262.101, 0.247
9941.167, 0.249
4673.441, 0.249
0.489, 0.250
3394.371, 0.251
4714.006, 0.251
7517.546, 0.251
9658.861, 0.252
4613.245, 0.253
7325.137, 0.253
3513.768, 0.254
9250.361, 0.255
0.489, 0.255
7325.137, 0.256
4754.924, 0.256
3637.365, 0.257
0.482, 0.258
0.482, 0.258
8782.902, 0.258
6546.678, 0.259
4069.880, 0.259
5229.155, 0.260
0.466, 0.261
8558.107, 0.261
5911.945, 0.263
4000.136, 0.263
8558.107, 0.264
0.470, 0.264
4000.136, 0.266
5730.836, 0.266
8558.107, 0.266
3914.634, 0.267
0.478, 0.267
5901.735, 0.268
8387.252, 0.269
4000.136, 0.270
0.482, 0.270
5850.948, 0.271
3814.440, 0.272
7715.008, 0.272
9575.743, 0.273
0.482, 0.273
3637.365, 0.274
4399.088, 0.274
7452.854, 0.275
5850.948, 0.275
9912.569, 0.276
0.487, 0.276
3513.768, 0.277
4922.179, 0.277
6835.782, 0.278
10172.942, 0.278
0.499, 0.280
3394.371, 0.281
4922.179, 0.281
6660.823, 0.282
0.508, 0.283
4964.904, 0.284
6895.117, 0.284
0.531, 0.288
0.541, 0.293
0.545, 0.297
0.549, 0.300
0.659, 0.303
0.590, 0.304
0.615, 0.307
0.659, 0.312
0.670, 0.315
0.688, 0.317
0.685, 0.321
0.694, 0.325
0.703, 0.330
0.710, 0.334
0.713, 0.336
0.718, 0.340
0.731, 0.343
0.803, 0.354
0.825, 0.356
0.868, 0.358
0.871, 0.360
0.947, 0.362
0.905, 0.365
0.937, 0.369
0.984, 0.373
1.006, 0.376
1.048, 0.379
1.076, 0.383
1.385, 0.383
1.056, 0.385
1.338, 0.385
1.091, 0.388
1.292, 0.389
1.130, 0.391
1.145, 0.395
1.165, 0.399
1.326, 0.401
1.361, 0.403
1.213, 0.403
1.328, 0.406
1.398, 0.410
1.421, 0.413
1.446, 0.416
1.497, 0.418
1.555, 0.422
1.749, 0.423
1.826, 0.426
1.633, 0.426
1.890, 0.427
1.809, 0.430
1.923, 0.433
2.015, 0.436
2.228, 0.437
2.306, 0.439
2.026, 0.440
2.303, 0.442
2.603, 0.444
2.425, 0.446
2.781, 0.446
2.789, 0.448
2.507, 0.449
2.810, 0.452
3.230, 0.452
3.573, 0.455
2.963, 0.455
3.384, 0.458
4.115, 0.458
3.714, 0.461
4.644, 0.462
4.196, 0.464
5.379, 0.465
4.796, 0.467
5.993, 0.467
6.625, 0.470
5.463, 0.470
7.279, 0.470
7.666, 0.473
8.727, 0.473
6.373, 0.473
8.957, 0.476
9.935, 0.476
7.520, 0.477
10.832, 0.477
12.482, 0.478
9.094, 0.480
12.876, 0.481
10.760, 0.481
14.160, 0.484
12.485, 0.484
14.449, 0.488
15.844, 0.488
21.702, 0.489
32.185, 0.490
16.402, 0.491
22.778, 0.492
17.728, 0.494
23.579, 0.494
30.129, 0.498
32.316, 0.502
37.602, 0.503
33.317, 0.506
40.676, 0.506
46.537, 0.508
35.319, 0.508
42.439, 0.510
50.947, 0.510
45.780, 0.513
55.273, 0.513
53.500, 0.516
64.258, 0.517
58.159, 0.519
71.034, 0.520
66.951, 0.522
79.619, 0.523
74.643, 0.526
86.806, 0.526
96.876, 0.529
84.105, 0.529
104.261, 0.532
91.924, 0.532
103.109, 0.535
113.673, 0.536
110.837, 0.539
121.810, 0.539
116.323, 0.542
122.338, 0.545
129.916, 0.548
133.959, 0.551
138.671, 0.555
142.313, 0.558
150.667, 0.561
153.825, 0.564
160.002, 0.567
164.837, 0.570
170.635, 0.573
173.610, 0.577
179.717, 0.580
182.850, 0.583
190.193, 0.586
196.402, 0.590
206.171, 0.594
208.520, 0.597
209.967, 0.600
211.789, 0.603
216.500, 0.607
234.934, 0.608
236.973, 0.610
233.095, 0.614
239.858, 0.618
246.489, 0.622
252.545, 0.626
261.839, 0.631
269.774, 0.636
281.466, 0.640
289.087, 0.644
294.127, 0.647
315.183, 0.649
306.674, 0.651
331.958, 0.654
319.295, 0.656
329.101, 0.660
342.317, 0.663
354.358, 0.666
367.745, 0.670
381.187, 0.674
394.596, 0.677
417.037, 0.680
435.658, 0.684
502.630, 0.684
515.833, 0.686
457.351, 0.687
533.977, 0.689
482.975, 0.690
519.027, 0.693
546.651, 0.696
583.619, 0.699
698.038, 0.700
904.654, 0.702
1012.226, 0.703
618.488, 0.703
760.175, 0.703
